Fonte de Variação(FV);Graus de Liberdade(GL);Soma de Quadrados(SQ);Quadrados Médios(QM);Estatística do Teste(F0);Valor intervalo de confiança 95%
Regressão;1;8086212140697895.0;8086212140697895.0;704.0993425761717;3.84
Erro;18247;2.095572371811328e+17;11484476197793.215
Total;18248;2.176434493218307e+17
